8.738675543  2.79829687566e-40                               
8.86076355533  2.95761665899e-40                             
9.04735323513  3.04064649347e-40                             
9.30230900789  3.12600724307e-40                             
9.56458270653  3.12600724307e-40                             
10.0414803002  3.12600724307e-40                             
10.2532191272  3.04064649347e-40                             
10.6898875419  3.04064649347e-40                             
10.9914363957  2.95761665899e-40                             
11.3803228297  2.87685409019e-40                             
11.7829683989  2.79829687566e-40                             
11.9480875194  2.72188479458e-40                             
12.2001998065  2.57526332677e-40                             
12.371165746  2.50494154217e-40                              
12.6322052542  2.37000629201e-40                             
12.898752863  2.24233968322e-40                              
13.1711082693  2.06361776786e-40                             
13.3562380568  1.8472814371e-40                              
13.4499638352  1.70004697521e-40                             
13.1731266361  1.52182505326e-40                             
12.7233312865  1.48026912674e-40                             
12.2037692588  1.43984795288e-40                             
11.7050976332  1.48026912674e-40                             
11.3841281415  1.48026912674e-40                             
11.1491902641  1.48026912674e-40                             
10.995111673  1.52182505326e-40                              
10.6934619884  1.56454758862e-40                             
10.5456814305  1.60846948327e-40                             
10.4000880298  1.60846948327e-40                             
10.1147627536  1.65362440709e-40                             
9.97497965216  1.70004697521e-40                             
9.70118203916  1.79683839077e-40                             
9.50071096243  1.89914058236e-40                             
9.30438254095  2.00726730356e-40
9.17592648006  2.00726730356e-40
9.04886571956  2.18110892419e-40
8.92368869936  2.30528938705e-40
8.86162761191  2.43654000913e-40
8.738675543  2.79829687566e-40                               

